condition,group,label,ITEST_id,step_idx,skill,citation_required,stage1_used,stage3_used,truncated_in_thinking,n_sentences,faithfulness_rate,hallucination_rate,hedge_violation_rate,structural_violation_rate,conditional_faithfulness_rate,conditional_hallucination_rate,n_content_eligible
ablate_citation,ablation,w/o Citation-Forcing Prompt,4239,438,graph-shape,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),4239,438,graph-shape,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,3413,381,algebraic-manipulation,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,3413,381,algebraic-manipulation,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),3413,381,algebraic-manipulation,True,True,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3413,381,algebraic-manipulation,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3413,381,algebraic-manipulation,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3413,381,algebraic-manipulation,True,True,False,False,4,,,,0.0,,,
naive,baseline,Naive Prompting,7537,296,subtraction,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,7537,296,subtraction,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),7537,296,subtraction,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7537,296,subtraction,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7537,296,subtraction,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7537,296,subtraction,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,7531,21,application: isosceles triangle,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,7531,21,application: isosceles triangle,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),7531,21,application: isosceles triangle,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7531,21,application: isosceles triangle,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7531,21,application: isosceles triangle,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7531,21,application: isosceles triangle,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,6731,113,percent-of,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,6731,113,percent-of,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
full,baseline,MetaKT-Verba (Full),6731,113,percent-of,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6731,113,percent-of,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6731,113,percent-of,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6731,113,percent-of,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6057,1271,percent-of,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6057,1271,percent-of,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6057,1271,percent-of,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6057,1271,percent-of,True,False,True,False,4,0.25,0.75,0.0,0.0,0.25,0.75,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6057,1271,percent-of,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6057,1271,percent-of,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,1572,496,probability,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,1572,496,probability,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1572,496,probability,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1572,496,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1572,496,probability,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1572,496,probability,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,2819,666,equation-solving,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,2819,666,equation-solving,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),2819,666,equation-solving,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2819,666,equation-solving,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2819,666,equation-solving,False,True,True,False,2,0.5,0.5,0.0,,0.5,0.5,2.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2819,666,equation-solving,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,1649,97,pattern-finding,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,1649,97,pattern-finding,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),1649,97,pattern-finding,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1649,97,pattern-finding,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1649,97,pattern-finding,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1649,97,pattern-finding,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,240,564,order-of-operations,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,240,564,order-of-operations,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),240,564,order-of-operations,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),240,564,order-of-operations,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,240,564,order-of-operations,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),240,564,order-of-operations,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5363,141,noskill,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5363,141,noskill,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5363,141,noskill,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5363,141,noskill,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5363,141,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5363,141,noskill,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6235,376,inducing-functions,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6235,376,inducing-functions,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6235,376,inducing-functions,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6235,376,inducing-functions,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6235,376,inducing-functions,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6235,376,inducing-functions,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6375,87,supplementary-angles,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6375,87,supplementary-angles,True,True,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
full,baseline,MetaKT-Verba (Full),6375,87,supplementary-angles,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6375,87,supplementary-angles,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6375,87,supplementary-angles,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6375,87,supplementary-angles,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,3687,357,equation-solving,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,3687,357,equation-solving,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),3687,357,equation-solving,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3687,357,equation-solving,True,False,True,False,4,1.0,0.0,0.0,0.0,1.0,0.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3687,357,equation-solving,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3687,357,equation-solving,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,684,822,algebra symbolization,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,684,822,algebra symbolization,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),684,822,algebra symbolization,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),684,822,algebra symbolization,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,684,822,algebra symbolization,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),684,822,algebra symbolization,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,3435,123,equation-concept,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,3435,123,equation-concept,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),3435,123,equation-concept,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3435,123,equation-concept,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3435,123,equation-concept,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3435,123,equation-concept,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,1348,299,multiplication,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,1348,299,multiplication,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1348,299,multiplication,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1348,299,multiplication,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1348,299,multiplication,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1348,299,multiplication,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,37,71,noskill,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,37,71,noskill,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),37,71,noskill,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),37,71,noskill,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,37,71,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),37,71,noskill,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,1951,266,fraction-decimals-percents,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,1951,266,fraction-decimals-percents,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1951,266,fraction-decimals-percents,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1951,266,fraction-decimals-percents,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1951,266,fraction-decimals-percents,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1951,266,fraction-decimals-percents,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,1470,49,unit-conversion,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,1470,49,unit-conversion,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1470,49,unit-conversion,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1470,49,unit-conversion,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1470,49,unit-conversion,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1470,49,unit-conversion,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6131,44,symbolization-articulation,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6131,44,symbolization-articulation,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6131,44,symbolization-articulation,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6131,44,symbolization-articulation,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6131,44,symbolization-articulation,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6131,44,symbolization-articulation,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,2570,539,combinatorics,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,2570,539,combinatorics,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),2570,539,combinatorics,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2570,539,combinatorics,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2570,539,combinatorics,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2570,539,combinatorics,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6547,308,equivalent-fractions-decimals-percents,False,False,True,False,3,1.0,0.0,0.0,,1.0,0.0,3.0
template,baseline,Template-only,6547,308,equivalent-fractions-decimals-percents,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6547,308,equivalent-fractions-decimals-percents,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6547,308,equivalent-fractions-decimals-percents,True,False,True,False,4,1.0,0.0,0.0,0.0,1.0,0.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6547,308,equivalent-fractions-decimals-percents,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6547,308,equivalent-fractions-decimals-percents,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,7023,258,inducing-functions,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,7023,258,inducing-functions,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7023,258,inducing-functions,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7023,258,inducing-functions,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7023,258,inducing-functions,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7023,258,inducing-functions,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5810,290,probability,False,False,True,False,3,1.0,0.0,0.0,,1.0,0.0,3.0
template,baseline,Template-only,5810,290,probability,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5810,290,probability,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5810,290,probability,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5810,290,probability,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5810,290,probability,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,5122,10,discount,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5122,10,discount,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5122,10,discount,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5122,10,discount,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5122,10,discount,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5122,10,discount,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,291,394,inducing-functions,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,291,394,inducing-functions,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),291,394,inducing-functions,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),291,394,inducing-functions,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,291,394,inducing-functions,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),291,394,inducing-functions,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,4209,807,addition,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,4209,807,addition,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),4209,807,addition,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),4209,807,addition,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,4209,807,addition,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),4209,807,addition,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,2819,693,fractions,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,2819,693,fractions,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),2819,693,fractions,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2819,693,fractions,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2819,693,fractions,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
